source_record_id,recipe_name,source_serving_unit,energy_kcal_per_serving,protein_g_per_serving,carb_g_per_serving,fat_g_per_serving,fiber_g_per_serving,source,source_ref,portion_status,conversion_method
ASC017,Mango milkshake (Aam milkshake),tall glass,202.2834930419922,6.138599872589111,25.70800018310547,8.339600563049316,0.9399999976158142,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC018,Pineapple milkshake (Ananas milkshake),tall glass,203.09100341796875,6.047999858856201,27.79199981689453,8.124000549316406,0.0,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC019,Orange milkshake (Narangi milkshake),tall glass,183.4409942626953,5.958000183105469,22.707000732421875,8.064000129699707,0.0,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC020,Egg nog,tall glass,294.8243103027344,14.496099472045898,24.720199584960938,15.510199546813965,0.0599500015377998,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC021,Sweet Lassi (Meethi lassi),tall glass,157.8000030517578,5.699999809265137,28.799999237060547,3.0,0.0,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC022,Lassi (salted),tall glass,79.76121520996094,5.734774589538574,7.856550216674805,3.041599988937378,0.0758749991655349,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC023,Cheese and chilli sandwich ,triangle,121.59893035888672,3.788549900054932,15.276299476623535,5.452600002288818,1.158900022506714,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC024,Egg sandwich (Ande ka sandwich),triangle,145.12322998046875,4.41254997253418,14.7972993850708,8.017350196838379,0.9528999924659728,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC025,Cucumber sandwich (Kheere ka sandwich),triangle,114.57322692871094,2.91504979133606,15.652299880981444,4.85860013961792,1.4879000186920166,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),triangle,143.6757354736328,4.569550037384033,16.224300384521484,7.134600162506104,1.2989000082015991,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),triangle,141.73385620117188,4.612549781799316,15.682299613952637,7.149849891662598,1.1504000425338743,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC028,Chicken sandwich,triangle,147.5313262939453,7.644799709320068,14.782299995422363,6.843600273132324,0.9528999924659728,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),triangle,177.04185485839844,5.78879976272583,17.341049194335938,9.803600311279297,2.4479000568389893,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC030,Rainbow sandwich,triangle,130.443359375,3.704819917678833,16.38673210144043,5.9970526695251465,1.0056650638580322,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC031,Club sandwich ,triangle,206.79112243652344,6.423774719238281,16.26427459716797,13.288050651550291,1.5889500379562378,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC032,Vegetarian club sandwich,triangle,164.36537170410156,4.517775058746338,16.313274383544922,9.389050483703612,1.704450011253357,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC033,Pin wheel sandwich,triangle,86.83636474609375,2.443774938583374,3.9036498069763184,6.950550079345703,0.2589499950408935,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),triangle,208.2237701416016,5.151700019836426,28.246225357055664,8.873074531555176,3.555500030517578,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC035,Salami sandwich,triangle,189.7783203125,6.456549644470215,15.992300033569336,11.51609992980957,1.462399959564209,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC036,Vegetable and mayonnaise sandwich,triangle,166.83128356933594,3.055519819259644,15.846564292907717,10.517109870910645,1.605870008468628,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),triangle,132.15328979492188,4.555049896240234,15.41230010986328,6.252974987030029,1.051650047302246,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC038,Sweet open sandwich,triangle,144.1050262451172,2.9413998126983643,23.15379905700684,4.810800075531006,1.3904000520706177,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC039,Mushroom and cheese sandwich (toasted),triangle,172.2699737548828,5.897549629211426,15.917299270629885,9.853599548339844,1.7303999662399292,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),triangle,170.1189727783203,5.16754961013794,16.222299575805664,9.811100006103516,1.3479000329971311,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),toasted triangle,146.55545043945312,4.092618942260742,22.36838150024414,4.823389530181885,2.564848661422729,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),toasted triangle,221.7926483154297,11.02061939239502,21.37638092041016,10.643389701843262,1.8808485269546509,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC043,Chicken sandwich (toasted),toasted triangle,143.09962463378906,10.329299926757812,16.09054946899414,4.544849872589111,1.4039000272750854,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),toasted triangle,145.39048767089844,9.356972694396973,17.14426040649414,4.749497413635254,2.076564073562622,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC045,Classic club sandwich,triangle,448.8572998046875,15.05579948425293,41.32869720458984,25.84239959716797,3.629300117492676,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC046,Sesame toast,toasted triangle,309.1819763183594,1.1857500076293943,6.959887504577637,30.83049964904785,0.8235374689102173,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC047,Cracked wheat porridge (Meetha daliya),bowl,328.70751953125,10.649999618530272,35.75,16.44499969482422,2.5,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC048,Semolina porridge (Suji/Rava daliya),bowl,280.4862976074219,10.425999641418455,34.43600082397461,11.347999572753906,1.944000005722046,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC050,Oatmeal Porridge,bowl,289.9574890136719,10.329999923706056,34.88999938964844,12.81999969482422,1.559999942779541,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC051,Cornflakes with milk,bowl,326.1679992675781,9.984000205993652,41.555999755859375,14.232000350952148,2.1600000858306885,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC052,Rice flakes (Chiwda/Aval),bowl,312.583984375,10.055999755859377,43.28099822998047,11.093999862670898,1.037999987602234,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC053,Wheat flakes,bowl,312.583984375,10.055999755859377,43.28099822998047,11.093999862670898,1.037999987602234,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC054,Murmura (Puffed rice),bowl,315.02178955078125,10.0649995803833,43.560001373291016,11.23799991607666,0.7680000066757202,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC055,Puffed wheat (Murmure/Moori),bowl,315.02178955078125,10.0649995803833,43.560001373291016,11.23799991607666,0.7680000066757202,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC056,Boiled egg (Ubla anda),egg,68.4854507446289,6.690599918365479,0.181099995970726,4.588699817657471,0.165800005197525,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC057,Fried Egg ,egg,129.16795349121094,6.690599918365479,0.181099995970726,11.331949234008787,0.165800005197525,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC058,Poached egg,egg,69.3654556274414,6.706599712371826,0.2050999999046325,4.588699817657471,0.165800005197525,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC059,Scrambled egg (Ande ki bhurji),egg,109.17970275878906,7.20359992980957,0.9460999965667723,8.548700332641602,0.165800005197525,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC060,Baked egg ,egg,221.03546142578125,12.00059986114502,15.571099281311035,12.77869987487793,1.0357999801635742,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC061,Plain omelette/omlet,omelette,389.5476989746094,13.819600105285645,0.9221000075340272,36.80870056152344,0.165800005197525,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC062,Stuffed egg omelette/omlet,omelette,533.2089233398438,22.538599014282227,6.031100273132324,46.56919860839844,1.9658000469207764,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC063,Pancake,pancake,85.96858215332031,2.4021201133728027,8.661999702453613,4.57272481918335,0.2759999930858612,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC064,Keema pancake,pancake,194.5767364501953,9.942151069641112,10.551835060119627,12.413161277770996,0.9279019832611084,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC065,Vegetable pancake,pancake,146.6440887451172,4.528619766235352,14.333499908447266,7.700475215911865,2.9019999504089355,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC066,Jam and fruit pancake,pancake,106.567626953125,2.4939324855804443,13.633562088012695,4.609537601470947,0.7949999570846558,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC067,Khoa and coconut pancake,pancake,193.5142822265625,4.965994834899902,19.44045066833496,10.881975173950195,1.175125002861023,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC068,Brown stock,cup,103.6545867919922,9.47064971923828,1.2235249280929563,6.727575302124023,0.4558500051498413,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC069,Vegetable stock,cup,73.13308715820312,1.2450000047683716,3.986375093460083,5.723225116729736,1.5851000547409058,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC070,Chicken stock,cup,112.33460235595705,13.85925006866455,1.3827500343322754,5.67864990234375,0.3891500234603882,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC079,Clear tomato soup (Tamatar ka soup),soup bowl,318.41461181640625,19.05940055847168,13.721650123596191,48.61235046386719,7.809000015258789,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC080,Lentil soup,soup bowl,121.308349609375,37.57402801513672,15.353501319885254,45.457305908203125,10.018588066101074,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC081,Chicken consomme (Clear chicken soup),soup bowl,108.3073501586914,25.914100646972656,2.6778500080108643,27.15024948120117,3.5429000854492188,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC082,Cream of tomato soup,soup bowl,452.28369140625,21.318099975585938,18.16309928894043,60.64599990844727,6.359100341796875,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC083,Cream of green peas soup,soup bowl,522.2297973632812,29.113401412963867,27.576499938964844,60.38190078735352,12.052900314331056,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC084,Cream of spinach soup,soup bowl,465.117919921875,24.12172508239746,15.944491386413574,61.57588195800781,8.053511619567871,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC085,Cream of mixed vegetable soup,soup bowl,216.15640258789065,24.80560111999512,17.8705997467041,32.79449844360352,7.767600059509277,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC086,Cream of mushroom soup,soup bowl,439.8269348144531,24.90312385559082,14.035191535949709,58.13238143920898,5.011061191558838,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC087,Chicken sweet corn soup,soup bowl,68.46476745605469,34.99354934692383,3.94777512550354,30.443649291992188,1.1269500255584717,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC088,Minestrone soup,soup bowl,98.16986083984376,21.4101505279541,8.548774719238281,25.51492500305176,4.424449920654297,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC089,Egg drop soup,soup bowl,84.63752746582031,41.08480072021485,3.497549772262573,42.94834899902344,2.575900077819824,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC090,Chinese cabbage and meat ball soup,soup bowl,2254.248291015625,24.254337310791016,6.651449680328369,263.3182678222656,2.634906053543091,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC091,French onion soup,soup bowl,195.69065856933597,40.14400100708008,15.044499397277832,50.64529800415039,3.565800189971924,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC092,Hot and sour soup,soup bowl,123.8498077392578,12.247037887573242,6.978763103485107,5.157778739929199,2.3627469539642334,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC093,Talaumein soup,soup bowl,131.48260498046875,37.355350494384766,15.394519805908203,47.18227005004883,7.157410144805908,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC094,Cold cucumber soup (Thanda kheere ka soup),soup bowl,90.1298828125,5.606462478637695,8.59620189666748,3.736067056655884,1.6466785669326782,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC095,Cold summer garden soup,soup bowl,151.00250244140625,26.31399917602539,8.122200012207031,43.22969818115234,5.699900150299072,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC096,Chapati/Roti,chapati,72.83200073242188,2.115000009536743,12.833999633789062,1.2820000648498535,2.2720000743865967,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC097,Plain parantha/paratha,parantha,166.3126678466797,2.818666696548462,17.11199951171875,9.398999214172363,3.0293333530426025,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),parantha,191.4344024658203,3.452496290206909,22.332578659057617,9.541991233825684,3.898180246353149,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),parantha,183.57928466796875,3.29849624633789,20.5485782623291,9.530658721923828,4.32551383972168,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),parantha,181.3884429931641,3.795495986938477,19.188077926635746,9.641491889953612,4.7681803703308105,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC101,Dal parantha/paratha,parantha,205.7345733642578,5.196829319000244,23.033912658691406,10.011658668518066,4.957180500030518,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC102,Sprouted moong parantha/paratha,parantha,175.32427978515625,3.2918293476104736,18.64191246032715,9.530658721923828,3.4421803951263428,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC103,Pea parantha/paratha (Matar ka parantha/paratha),parantha,206.6826171875,6.062662601470947,23.311912536621094,9.534825325012209,6.07551383972168,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC104,Keema parantha/paratha,parantha,238.15760803222656,9.408495903015137,18.36191177368164,13.91399097442627,3.4421803951263428,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC105,Paneer parantha/paratha,parantha,223.59983825683597,6.788829326629639,20.684579849243164,12.432659149169922,3.4013471603393555,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),parantha,178.1224822998047,4.5620293617248535,17.598379135131836,9.944491386413574,3.615113496780396,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC107,Poori,poori,921.3056640625,1.6920000314712524,10.267199516296388,96.92959594726562,1.8176000118255613,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC108,Spinach poori (Palak poori),poori,923.7434692382812,1.9195001125335691,10.472200393676758,97.00789642333984,2.090400218963623,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC109,Methi poori,poori,923.0264892578124,1.8895000219345093,10.375699996948242,96.9853973388672,2.097400188446045,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC110,Dal stuffed poori,poori,932.6478271484376,2.4651825428009038,12.041372299194336,97.0290985107422,2.3334317207336426,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC111,Potato stuffed poori (Aloo ki poori),poori,925.8718872070312,1.8135000467300413,11.20580005645752,96.97279357910156,1.9550001621246336,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC112,Tandoori parantha/paratha,parantha,164.42266845703125,2.827666997909546,17.11199951171875,9.19200038909912,3.0293333530426025,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC113,Boiled rice (Uble chawal),plate,351.5690002441406,7.809999942779541,77.16000366210938,0.550000011920929,3.740000009536743,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC114,Plain pulao,plate,431.7001647949219,7.200700283050537,67.17179870605469,14.23134994506836,5.189650058746338,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC115,Mixed vegetable pulao,plate,495.6087646484375,11.936699867248535,76.6758041381836,14.588349342346191,11.693650245666504,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC116,Mushroom pulao,plate,445.4426574707031,9.04069995880127,68.16180419921875,14.441349983215332,6.744649887084961,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC117,Sprouted moong pulao,plate,460.8106384277344,8.925700187683105,71.3468017578125,14.716349601745604,7.279650211334228,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC118,Paneer pulao,plate,4875.8408203125,16.630701065063477,73.37680053710938,501.1413269042969,5.189650058746338,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC119,Peanut pulao ,plate,691.732177734375,19.02569961547852,75.80680084228516,34.046348571777344,10.379650115966797,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC120,Navratan pulao,plate,479.1868896484375,11.349349975585938,67.70862579345703,17.308673858642578,6.988399982452393,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),plate,620.7001342773438,17.450700759887695,98.67179870605467,17.25135040283203,11.289649963378906,INDB,turn0search12,green_source_defined_serving,"Use source-defined serving directly; scale by fraction when user chooses 1/2, 1/4, 2x, etc."
