food_id,source_record_id,source_name,family,food_group,scientific_name,aliases,energy_kcal,protein_g,carb_g,fat_g,data_status,nutrition_basis,resolution_rule,gofit_note
GF-ING-00340,N011,"Duck, meat, with skin",other poultry,Poultry,,"Duck, meat, with skin; Hahor Mangho; Haasher Mangsho; Batak nu Mas; Batakh ka Gosht; Batu Mamsa; Doh Sniang; Badkachem Maas; Thaaraavu Irachi; Nganu Sha; Badakache Mas; Haas ko Masu; Bataka Mansa; Batakh da Gosht; Vaathu Irachi; Baathu Mamsam; Batakh ka Gosht.",130.736137667304,19.07,0.0,6.03,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00341,N012,"Emu, meat, skinless",other poultry,Poultry,,"Emu, meat, skinless; Emu Gosht; Emu Kari; Emu Mamsam. (Names in other languages are less common or borrowed).",132.887189292543,22.65,0.0,4.62,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00342,N013,"Guinea fowl, meat, with skin",other poultry,Poultry,,"Guinea fowl, meat, with skin; Guinea Murga Gosht; Guinea Kozhi Kari; Guinea Kodi Mamsam. (Names often descriptive combinations).",112.09369024856596,20.52,0.0,3.24,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00343,N014,"Pigeon, meat, with skin",other poultry,Poultry,,"Pigeon, meat, with skin; Paror Mangho; Payra Mangsho; Kabutar nu Mas; Kabutar ka Gosht; Paarivaala Mamsa; Paro Doh; Parveachem Maas; Praavu Irachi; Khunu Sha; Kabutarache Mas; Parewa ko Masu; Para Mansa; Kabutar da Gosht; Puraa Irachi; Paavuramu Mamsam; Kabutar ka Gosht.",126.19502868068834,17.94,0.0,6.03,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00344,N015,"Quail, meat, skinless",other poultry,Poultry,,"Quail, meat, skinless; ?. Mangho; Bater Mangsho; ?. Mas; Bater ka Gosht; ?. Mamsa; ?. Doh; ?. Maas; Kaada Irachi; ?. Sha; Lavari Mas; Batai ko Masu; Batera Mansa; Bater da Gosht; Kaadai Irachi; Burusu Pitta Mamsam; Bater ka Gosht.",137.66730401529637,20.92,0.0,5.95,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00345,N016,"Turkey, leg, with skin",other poultry,Poultry,,"Turkey, leg, with skin; Turkey ki Tang/Raan; Turkey Kaal; Turkey Kaallu. (Often borrowed name + leg term).",154.63671128107077,20.3,0.0,8.15,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00346,N017,"Turkey, thigh, with skin",other poultry,Poultry,,"Turkey, thigh, with skin; Turkey ki Raan/Jangh; Turkey Thodai; Turkey Thodalu.",138.8623326959847,20.46,0.0,6.31,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00347,N018,"Turkey, breast, with skin",other poultry,Poultry,,"Turkey, breast, with skin; Turkey ka Seena; Turkey Maarbu Kari; Turkey Chaati Mamsam.",160.37284894837475,21.96,0.0,8.04,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00348,N019,"Turkey, wing, with skin",other poultry,Poultry,,"Turkey, wing, with skin; Turkey ka Par/Pankh; Turkey Irakkai; Turkey Rekka.",184.2734225621415,21.91,0.0,10.77,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00349,O001,"Goat, shoulder, meat",goat/mutton,Animal Meat,,"Goat, shoulder, meat; Sagolir Kandh; Pathar Kandh; Bakri no Khabho; Bakre ka Kandha/Dast; Aadina/Meke Bhujada Mamsa; Blang Tyrpeng; Bokdyaacho Khand; Aattin Chumal Irachi; Hameng Leikha?; Bakriche Khande; Bakhrako Kaandh; Chheli Kandha Mansa; Bakre da Modha; Aattu Tholpattai Kari; Meka Bhujamu Mamsam; Bakre ka Kandha/Shana.",188.09751434034416,20.33,0.0,11.94,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00350,O002,"Goat, chops",goat/mutton,Animal Meat,,"Goat, chops; Pathar Chaap; Bakre ki Champ; Bakre di Champ; Bakre ki Champ. (Often borrowed term 'Chop/Champ').",135.75525812619503,20.39,0.0,5.98,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00351,O003,"Goat, legs",goat/mutton,Animal Meat,,"Goat, legs; Sagolir Theng; Pathar Thyang; Bakri na Tang; Bakre ki Tangein; Aadina/Meke Kaalugalu; Blang Kjat; Bokdyaachem Paayn; Aattin Kaalukal; Hameng Khong; Bakriche Paay; Bakhrako Khutta; Chheli Goda; Bakre di Lattein; Aattu Kaalgal; Meka Kaallu; Bakre ki Tangein.",159.8948374760994,22.07,0.0,7.94,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00352,O004,"Goat, brain",goat/mutton,Animal Meat,,"Goat, brain; Sagolir Mogoj; Pathar Magaj; Bakri nu Bheju; Bakre ka Bheja/Maghaz; Aadina/Meke Medulu; Blang Jynkhlieh; Bokdyaacho Mendu; Aattin Thalacchoru; Hameng Kok?; Bakricha Mendu; Bakhrako Gidi; Chheli Mogoj; Bakre da Bheja; Aattu Moolai; Meka Medadu; Bakre ka Maghaz.",127.39005736137666,13.82,0.0,8.06,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00353,O005,"Goat, tongue",goat/mutton,Animal Meat,,"Goat, tongue; Sagolir Jibha; Pathar Jibh; Bakri ni Jeebh; Bakre ki Zabaan/Jeebh; Aadina/Meke Naalige; Blang Thyndiat?; Bokdyaachi Jeeb; Aattin Naavu; Hameng Lei; Bakrichi Jeebh; Bakhrako Jibro; Chheli Jibha; Bakre di Jeebh; Aattu Naakku; Meka Naluka; Bakre ki Zabaan.",188.5755258126195,16.63,0.0,13.68,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00354,O006,"Goat, lungs",goat/mutton,Animal Meat,,"Goat, lungs; Sagolir Phopsa; Pathar Phusphus; Bakri na Fefsa; Bakre ke Phephde; Aadina/Meke Shwasakosha; Blang Tor?; Bokdyaachem Kalsanchem?; Aattin Shwasakosham; Hameng Thamoimon?; Bakriche Phupphus; Bakhrako Phokso; Chheli Phusphus; Bakre de Phephde; Aattu Nuraiyeeral; Meka Oopirithitthulu; Bakre ke Phephde.",95.84130019120458,16.86,0.0,3.09,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00355,O007,"Goat, heart",goat/mutton,Animal Meat,,"Goat, heart; Sagolir Hirdaya; Pathar Hritpinda; Bakri nu Haiyu/Dil; Bakre ka Dil; Aadina/Meke Hrudaya; Blang Klongsnam?; Bokdyaachem Kalliz; Aattin Hrudayam; Hameng Thamoi; Bakriche Kallij/Rudhaya; Bakhrako Mutu; Chheli Hritpinda; Bakre da Dil; Aattu Idhayam; Meka Gunde; Bakre ka Dil.",117.59082217973231,19.38,0.0,4.4,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00356,O008,"Goat, liver",goat/mutton,Animal Meat,,"Goat, liver; Sagolir Kolija; Pathar Mete/Kolija; Bakri nu Kaleju; Bakre ki Kaleji; Aadina/Meke Yakrit; Blang Dohjem; Bokdyaachem Kalliz; Aattin Karal; Hameng Thin; Bakriche Kaleji; Bakhrako Kalejo; Chheli Kalija; Bakre di Kaleji; Aattu Eeral; Meka Kaleyam; Bakre ki Kaleji.",125.717017208413,20.32,0.0,4.88,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00357,O009,"Goat, tripe",goat/mutton,Animal Meat,,"Goat, tripe; Pathar Bhuri/Butt; Bakre ki Ojri/Boti; Aattin Kudal; Bakrichi Vajri; Chheli Ojhri; Bakre di Ojri; Aattu Kudal; Meka Pottikadupu; Bakre ki Ojri.",92.25621414913958,15.36,0.0,3.36,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00358,O010,"Goat, spleen",goat/mutton,Animal Meat,,"Goat, spleen; Sagolir Pliha; Pathar Pliha; Bakri ni Barol; Bakre ki Tilli; Aadina/Meke Pliha; ?.; Bokdyaachem Pano?; Aattin Pliha; Hameng Pliha?; Bakrichi Panthari; Bakhrako Phiyo; Chheli Pliha; Bakre di Tilli; Aattu Manneral/Suvarotti; Meka Plihamu; Bakre ki Tilli.",95.84130019120458,18.45,0.0,2.37,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00359,O011,"Goat, kidneys",goat/mutton,Animal Meat,,"Goat, kidneys; Sagolir Kankalam; Pathar Brikko; Bakri na Gurda; Bakre ke Gurde; Aadina/Meke Mutrapinda; Blang Nier?; Bokdyaachem Mutpin; Aattin Vrikka; ?.; Bakriche Gurde/Mutrapind; Bakhrako Mirgaula; Chheli Brikko; Bakre de Gurde; Aattu Siruneeragam; Meka Mutrapindalu; Bakre ke Gurde.",89.38814531548756,15.6,0.0,2.93,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00360,O012,"Goat, tube (small intestine)",goat/mutton,Animal Meat,,"Goat, tube (small intestine); Pathar Nari; Bakre ki Aant; Aattin Kudal; Bakrichi Aantadi; Chheli Anta; Bakre di Aant; Aattu Kudal; Meka Karulu; Bakre ki Aant.",125.47801147227533,12.92,0.0,8.26,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00361,O013,"Goat, testis",goat/mutton,Animal Meat,,"Goat, testis; Pathar Andakosh; Bakre ke Kapure; Aattin Andam; Bakriche Andkosh; Chheli Andakosha; Bakre de Kapure; Aattu Virai; Meka Vushanam; Bakre ke Kapure.",71.22370936902486,12.32,0.0,2.39,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00362,O014,"Sheep, shoulder",sheep/mutton,Animal Meat,,"Sheep, shoulder; Bherar Kandh; Gheta no Khabho; Bhed ka Kandha/Dast; Kuri Bhujada Mamsa; Langbrot Tyrpeng; Sheracho Khand; Chemmariyattin Chumal Irachi; Mendhiche Khande; Bheda ko Kaandh; Mendha Kandha Mansa; Bhed da Modha; Semmari Aattu Tholpattai Kari; Gorre Bhujamu Mamsam; Bhed ka Kandha/Shana.",200.76481835564053,18.24,0.0,14.31,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00363,O015,"Sheep, chops",sheep/mutton,Animal Meat,,"Sheep, chops; Bherar Chaap; Bhed ki Champ; Bhed di Champ; Bhed ki Champ.",118.54684512428298,18.0,0.0,5.15,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00364,O016,"Sheep, leg",sheep/mutton,Animal Meat,,"Sheep, leg; Bherar Theng; Bherar Thyang; Gheta na Tang; Bhed ki Tangein; Kuri Kaalugalu; Langbrot Kjat; Sherachem Paayn; Chemmariyattin Kaalukal; Mendhiche Paay; Bheda ko Khutta; Mendha Goda; Bhed di Lattein; Semmari Aattu Kaalgal; Gorre Kaallu; Bhed ki Tangein.",163.95793499043975,21.42,0.0,8.69,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00365,O017,"Sheep, brain",sheep/mutton,Animal Meat,,"Sheep, brain; Bherar Mogoj; Bherar Magaj; Gheta nu Bheju; Bhed ka Bheja/Maghaz; Kuri Medulu; Langbrot Jynkhlieh; Sheracho Mendu; Chemmariyattin Thalacchoru; Mendhicha Mendu; Bheda ko Gidi; Mendha Mogoj; Bhed da Bheja; Semmari Aattu Moolai; Gorre Medadu; Bhed ka Maghaz.",117.59082217973231,13.05,0.0,7.29,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00366,O018,"Sheep, tongue",sheep/mutton,Animal Meat,,"Sheep, tongue; Bherar Jibha; Bherar Jibh; Gheta ni Jeebh; Bhed ki Zabaan/Jeebh; Kuri Naalige; Langbrot Thyndiat?; Sherachi Jeeb; Chemmariyattin Naavu; Mendhichi Jeebh; Bheda ko Jibro; Mendha Jibha; Bhed di Jeebh; Semmari Aattu Naakku; Gorre Naluka; Bhed ki Zabaan.",187.14149139579348,16.61,0.0,13.53,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00367,O019,"Sheep, lungs",sheep/mutton,Animal Meat,,"Sheep, lungs; Bherar Phopsa; Bherar Phusphus; Gheta na Fefsa; Bhed ke Phephde; Kuri Shwasakosha; Langbrot Tor?; Sherachem Kalsanchem?; Chemmariyattin Shwasakosham; Mendhiche Phupphus; Bheda ko Phokso; Mendha Phusphus; Bhed de Phephde; Semmari Aattu Nuraiyeeral; Gorre Oopirithitthulu; Bhed ke Phephde.",86.75908221797323,16.12,0.0,2.41,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00368,O020,"Sheep, heart",sheep/mutton,Animal Meat,,"Sheep, heart; Bherar Hirdaya; Bherar Hritpinda; Gheta nu Haiyu/Dil; Bhed ka Dil; Kuri Hrudaya; Langbrot Klongsnam?; Sherachem Kalliz; Chemmariyattin Hrudayam; Mendhiche Kallij/Rudhaya; Bheda ko Mutu; Mendha Hritpinda; Bhed da Dil; Semmari Aattu Idhayam; Gorre Gunde; Bhed ka Dil.",106.35755258126194,18.19,0.0,3.66,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00369,O021,"Sheep, liver",sheep/mutton,Animal Meat,,"Sheep, liver; Bherar Kolija; Bherar Mete/Kolija; Gheta nu Kaleju; Bhed ki Kaleji; Kuri Yakrit; Langbrot Dohjem; Sherachem Kalliz; Chemmariyattin Karal; Mendhiche Kaleji; Bheda ko Kalejo; Mendha Kalija; Bhed di Kaleji; Semmari Aattu Eeral; Gorre Kaleyam; Bhed ki Kaleji.",133.60420650095602,22.26,0.0,4.87,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00370,O022,"Sheep, tripe",sheep/mutton,Animal Meat,,"Sheep, tripe; Bherar Bhuri/Butt; Bhed ki Ojri/Boti; Chemmariyattin Kudal; Mendhichi Vajri; Mendha Ojhri; Bhed di Ojri; Semmari Aattu Kudal; Gorre Pottikadupu; Bhed ki Ojri.",103.96749521988528,16.76,0.0,4.05,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00371,O023,"Sheep, spleen",sheep/mutton,Animal Meat,,"Sheep, spleen; Bherar Pliha; Gheta ni Barol; Bhed ki Tilli; Kuri Pliha; ?.; Sherachem Pano?; Chemmariyattin Pliha; Mendhichi Panthari; Bheda ko Phiyo; Mendha Pliha; Bhed di Tilli; Semmari Aattu Manneral/Suvarotti; Gorre Plihamu; Bhed ki Tilli.",91.77820267686424,16.02,0.0,3.02,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00372,O024,"Sheep, kidneys",sheep/mutton,Animal Meat,,"Sheep, kidneys; Bherar Kankalam; Bherar Brikko; Gheta na Gurda; Bhed ke Gurde; Kuri Mutrapinda; Langbrot Nier?; Sherachem Mutpin; Chemmariyattin Vrikka; Mendhiche Gurde/Mutrapind; Bheda ko Mirgaula; Mendha Brikko; Bhed de Gurde; Semmari Aattu Siruneeragam; Gorre Mutrapindalu; Bhed ke Gurde.",91.77820267686424,16.22,0.0,2.92,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Indian 'mutton' should not collapse goat and sheep; preserve source species.
GF-ING-00373,O025,"Beef, shoulder",beef,Animal Meat,,"Beef, shoulder; Goru Kandh; Gaay ka Kandha/Dast; Dana Bhujada Mamsa; Masidab Tyrpeng; Gaayicho Khand; Pothirachi Chumal; Gaiche Khande; Gai ko Kaandh; Goru Kandha Mansa; Gaaye da Modha; Maattu Tholpattai Kari; Aavu Bhujamu Mamsam; Gaay ka Kandha/Shana.",212.4760994263862,20.56,0.0,14.59,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00374,O026,"Beef, chops",beef,Animal Meat,,"Beef, chops; Gorur Chaap; Gaay ki Champ; Gaaye di Champ; Gaay ki Champ.",139.81835564053537,19.82,0.0,6.71,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00375,O027,"Beef, round (leg)",beef,Animal Meat,,"Beef, round (leg); Gorur Ran; Gaay ki Raan; Dana Thode Mamsa; Masidab Lbong; Gaayichi Mandi; Pothirachi Thuda; Gaichi Mandi; Gai ko Tighra; Goru Ran Mansa; Gaaye di Raan; Maattu Thodai Kari; Aavu Thodala Mamsam; Gaay ki Raan.",157.2657743785851,22.64,0.0,7.38,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00376,O028,"Beef, brain",beef,Animal Meat,,"Beef, brain; Gorur Magaj; Gaay ka Bheja/Maghaz; Dana Medulu; Masidab Jynkhlieh; Gaayicho Mendu; Pothirachi Thalacchoru; Gaicha Mendu; Gai ko Gidi; Goru Mogoj; Gaaye da Bheja; Maattu Moolai; Aavu Medadu; Gaay ka Maghaz.",125.0,10.55,0.0,9.28,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00377,O029,"Beef, tongue",beef,Animal Meat,,"Beef, tongue; Gorur Jibh; Gaay ki Zabaan/Jeebh; Dana Naalige; Masidab Thyndiat?; Gaayichi Jeeb; Pothirachi Naavu; Gaichi Jeebh; Gai ko Jibro; Goru Jibha; Gaaye di Jeebh; Maattu Naakku; Aavu Naluka; Gaay ki Zabaan.",174.71319311663478,15.63,0.0,12.57,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
GF-ING-00378,O030,"Beef, lungs",beef,Animal Meat,,"Beef, lungs; Gorur Phusphus; Gaay ke Phephde; Dana Shwasakosha; Masidab Tor?; Gaayichem Kalsanchem?; Pothirachi Shwasakosham; Gaiche Phupphus; Gai ko Phokso; Goru Phusphus; Gaaye de Phephde; Maattu Nuraiyeeral; Aavu Oopirithitthulu; Gaay ke Phephde.",83.89101338432123,15.66,0.0,2.28,source_backed_ifct2017,per_100g,Preserve species/cut/state; do not map to generic chicken/mutton/fish.,Preserve species/cut/preparation; use exact source record.
