food_id,alias,language,alias_type,source_id,source_record_id
GF-ING-00005,Jondhahlaa,Marathi,regional_name,SRC-IFCT2017,A005
GF-ING-00005,Janha,Odia,regional_name,SRC-IFCT2017,A005
GF-ING-00005,Javara,Punjabi,regional_name,SRC-IFCT2017,A005
GF-ING-00005,Cholam,Tamil,regional_name,SRC-IFCT2017,A005
GF-ING-00005,Jonna,Telugu,regional_name,SRC-IFCT2017,A005
GF-ING-00005,Jowar.,Urdu,regional_name,SRC-IFCT2017,A005
GF-ING-00006,"Maize, dry",English,source_name,SRC-IFCT2017,A006
GF-ING-00006,Makoi,Assamese,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Bhutta,Bengali,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Corn,English,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Makai,Gujarati,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Makka,Hindi,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Mekke jola,Kannada,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Makai,Kashmiri,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Symbai riewhadem stem,Khasi,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Maize,Malayalam,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Chujaak,Manipuri,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Maka,Marathi,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Sukha makai,Nepali,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Maka,Odia,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Chhali,Punjabi,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Yaavanaala,Sanskrit,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Makka Cholam,Tamil,regional_name,SRC-IFCT2017,A006
GF-ING-00006,Mokkajonna,Telugu,regional_name,SRC-IFCT2017,A006
GF-ING-00006,makai.,Urdu,regional_name,SRC-IFCT2017,A006
GF-ING-00007,"Maize, tender, local",English,source_name,SRC-IFCT2017,A007
GF-ING-00007,Makoi,Assamese,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Bhutta,Bengali,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Corn,English,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Lili makai,Gujarati,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Makka,Hindi,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Mekke jola,Kannada,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Makai,Kashmiri,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Riewhadem Stem,Khasi,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Maize,Malayalam,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Chujaak,Manipuri,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Maka,Marathi,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Makai,Nepali,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Maka,Odia,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Chhali,Punjabi,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Makka Cholam,Tamil,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Mokkajonna,Telugu,regional_name,SRC-IFCT2017,A007
GF-ING-00007,Makai.,Urdu,regional_name,SRC-IFCT2017,A007
GF-ING-00008,"Maize, tender, sweet",English,source_name,SRC-IFCT2017,A008
GF-ING-00008,Makoi,Assamese,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Bhutta,Bengali,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Corn,English,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Lili makai,Gujarati,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Makka,Hindi,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Mekke jola,Kannada,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Makai,Kashmiri,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Riewhadem lieh,Khasi,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Maize,Malayalam,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Chujaak,Manipuri,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Maka,Marathi,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Makai,Nepali,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Maka,Odia,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Chhali,Punjabi,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Makka Cholam,Tamil,regional_name,SRC-IFCT2017,A008
GF-ING-00008,Mokkajonna,Telugu,regional_name,SRC-IFCT2017,A008
GF-ING-00008,makai.,Urdu,regional_name,SRC-IFCT2017,A008
GF-ING-00009,Quinoa,English,source_name,SRC-IFCT2017,A009
GF-ING-00009,Kinwa,Hindi,regional_name,SRC-IFCT2017,A009
GF-ING-00009,Seemai Thinai,Tamil,regional_name,SRC-IFCT2017,A009
GF-ING-00010,Ragi,English,source_name,SRC-IFCT2017,A010
GF-ING-00010,Ragi,Assamese,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Ragi,Bengali,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Finger millet,English,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Bavato,Gujarati,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Ragi,Hindi,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Bhakri,Kannada,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Ukrai,Khasi,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Panjapulle,Malayalam,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Bhakri,Marathi,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Kodo,Nepali,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Mandia,Odia,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Mandal,Punjabi,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Madhulika,Sanskrit,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Kelvaragu,Tamil,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Ragi,Telugu,regional_name,SRC-IFCT2017,A010
GF-ING-00010,Mandwa.,Urdu,regional_name,SRC-IFCT2017,A010
GF-ING-00011,"Rice, flakes",English,source_name,SRC-IFCT2017,A011
GF-ING-00011,"Chira, Chiura",Assamese,regional_name,SRC-IFCT2017,A011
GF-ING-00011,"Chide, Chira",Bengali,regional_name,SRC-IFCT2017,A011
GF-ING-00011,"Flattened rice, Beaten rice",English,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Paunva,Gujarati,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Poha,Hindi,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Avalakki,Kannada,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Chevri,Kashmiri,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Shira,Khasi,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Aval,Malayalam,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Chengpaak,Manipuri,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Pohe,Marathi,regional_name,SRC-IFCT2017,A011
GF-ING-00011,"Chudaa, Chuda",Odia,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Chirwre,Punjabi,regional_name,SRC-IFCT2017,A011
GF-ING-00011,Aval,Tamil,regional_name,SRC-IFCT2017,A011
GF-ING-00011,"Atukulu, Attukulu.",Telugu,regional_name,SRC-IFCT2017,A011
GF-ING-00012,"Rice, puffed",English,source_name,SRC-IFCT2017,A012
GF-ING-00012,Muri,Assamese,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Muri,Bengali,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Mamra,Gujarati,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Muramure,Hindi,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Kalle Puri,Kannada,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Tomul,Kashmiri,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Muri,Khasi,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Pori,Malayalam,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Kabok Mur,Manipuri,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Chirmure,Marathi,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Murai,Nepali,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Mudhi,Odia,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Phulian,Punjabi,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Pori,Tamil,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Maramaralu,Telugu,regional_name,SRC-IFCT2017,A012
GF-ING-00012,Murmure.,Urdu,regional_name,SRC-IFCT2017,A012
GF-ING-00013,"Rice, raw, brown",English,source_name,SRC-IFCT2017,A013
GF-ING-00013,Matia rangar chaul,Assamese,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Whole grain rice,English,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Kathai chokha,Gujarati,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Chawal,Hindi,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Bhura choul,Punjabi,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Tomul,Kashmiri,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Khaw saw,Khasi,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Kuthari,Malayalam,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Cheng,Manipuri,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Arisi,Tamil,regional_name,SRC-IFCT2017,A013
GF-ING-00013,Dampudu biyyam.,Telugu,regional_name,SRC-IFCT2017,A013
GF-ING-00014,"Rice, parboiled, milled",English,source_name,SRC-IFCT2017,A014
GF-ING-00014,Ukhua chaul,Assamese,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Siddha chowl,Bengali,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Converted rice,English,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Bafela Chokha,Gujarati,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Usna chawal,Hindi,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Kusubalakki,Kannada,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Tomul,Kashmiri,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Khaw boil,Khasi,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Puzhungal ari,Malayalam,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Cheng,Manipuri,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Ukadla tandool,Marathi,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Usuna chaula,Odia,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Biga hua chawal,Punjabi,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Puzhungal arisi,Tamil,regional_name,SRC-IFCT2017,A014
GF-ING-00014,Uppudu biyyam.,Telugu,regional_name,SRC-IFCT2017,A014
GF-ING-00015,"Rice, raw, milled",English,source_name,SRC-IFCT2017,A015
GF-ING-00015,Milat khunda chaul,Assamese,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Chowl,Bengali,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Choka,Gujarati,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Chawal,Hindi,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Akki,Kannada,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Tomul,Kashmiri,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Khaw boil,Khasi,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Cheng,Manipuri,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Tondool,Marathi,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Chaula,Odia,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Chaul,Punjabi,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Arisi,Tamil,regional_name,SRC-IFCT2017,A015
GF-ING-00015,Biyyam.,Telugu,regional_name,SRC-IFCT2017,A015
GF-ING-00016,Samai,English,source_name,SRC-IFCT2017,A016
GF-ING-00016,Sama,Bengali,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Little millet,English,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Kuri,Gujarati,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Shavan,Hindi,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Sama,Kannada,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Ganuhaar,Kashmiri,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Chama,Malayalam,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Sava,Marathi,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Suan,Odia,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Swank,Punjabi,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Samai,Tamil,regional_name,SRC-IFCT2017,A016
GF-ING-00016,Sama.,Telugu,regional_name,SRC-IFCT2017,A016
GF-ING-00017,Varagu,English,source_name,SRC-IFCT2017,A017
GF-ING-00017,Konidhan,Assamese,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Syama dhan,Bengali,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Kodo millet,English,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Ral gana,Gujarati,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Priyangu thene,Kannada,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Snol,Kashmiri,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Thina,Malayalam,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Rala,Marathi,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Kangni,Punjabi,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Thinai,Tamil,regional_name,SRC-IFCT2017,A017
GF-ING-00017,Karralu.,Telugu,regional_name,SRC-IFCT2017,A017
GF-ING-00018,"Wheat flour, refined",English,source_name,SRC-IFCT2017,A018
GF-ING-00018,Moida,Assamese,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Bengali,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maido,Gujarati,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Hindi,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Kannada,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Oat,Kashmiri,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Moida,Khasi,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida mavu,Malayalam,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Moida,Manipuri,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Marathi,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Nepali,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Odia,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida,Punjabi,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida mavu,Tamil,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida pindi,Telugu,regional_name,SRC-IFCT2017,A018
GF-ING-00018,Maida.,Urdu,regional_name,SRC-IFCT2017,A018
GF-ING-00019,"Wheat flour, atta",English,source_name,SRC-IFCT2017,A019
GF-ING-00019,Ata,Bengali,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Samagra gha,Gujarati,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Atta,Hindi,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Sampurna godhi hittu,Kannada,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Oat unno lota ghaun no lot,Kashmiri,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Godhambu mavu,Malayalam,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Kaneek,Marathi,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Gahama atta,Odia,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Atta,Punjabi,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Mulu Godumai maavu,Tamil,regional_name,SRC-IFCT2017,A019
GF-ING-00019,Sampurna godhuma pindi.,Telugu,regional_name,SRC-IFCT2017,A019
GF-ING-00020,"Wheat, whole",English,source_name,SRC-IFCT2017,A020
GF-ING-00020,Ghehu,Assamese,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gom,Bengali,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Ghaun,Gujarati,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gehun,Hindi,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Godhi,Kannada,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Kinek,Kashmiri,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Ukew,Khasi,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Godhumbu,Malayalam,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Ghehu,Manipuri,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gehu,Marathi,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gau,Nepali,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gahama,Odia,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Kanaka,Punjabi,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Godhum,Sanskrit,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Godumai,Tamil,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Godhumalu,Telugu,regional_name,SRC-IFCT2017,A020
GF-ING-00020,Gehun.,Urdu,regional_name,SRC-IFCT2017,A020
GF-ING-00021,"Wheat, bulgur",English,source_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia,Assamese,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia,Bengali,regional_name,SRC-IFCT2017,A021
GF-ING-00021,"Burghul, Groats, Durum Wheat, Pasta wheat, Macaroni wheat",English,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Bulgur ghaum,Gujarati,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia,Hindi,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Bulgur godhi,Kannada,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Kinek,Kashmiri,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Kew,Khasi,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Godhambu Ravu,Malayalam,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Bulgur gahu,Marathi,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Gau ko pitho,Nepali,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia,Odia,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia,Punjabi,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Godumai ravai,Tamil,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Bulgur,Telugu,regional_name,SRC-IFCT2017,A021
GF-ING-00021,Dalia.,Urdu,regional_name,SRC-IFCT2017,A021
GF-ING-00022,"Wheat, semolina",English,source_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Assamese,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Bengali,regional_name,SRC-IFCT2017,A022
GF-ING-00022,"Durum wheat, Pasta wheat, Macaroni wheat",English,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Ghaum soji,Gujarati,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Gehun suji,Hindi,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Godhi rave,Kannada,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Sooj,Kashmiri,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Khasi,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Uppumavu,Malayalam,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Manipuri,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Gahu rava,Marathi,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Nepali,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Odia,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Suji,Punjabi,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Godumai ravai,Tamil,regional_name,SRC-IFCT2017,A022
GF-ING-00022,Godhuma rava.,Telugu,regional_name,SRC-IFCT2017,A022
GF-ING-00023,"Wheat, vermicelli",English,source_name,SRC-IFCT2017,A023
GF-ING-00023,Sewai,Assamese,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Semai,Bengali,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Very thin pasta,English,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Ghaun ni sev,Gujarati,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Siwain,Hindi,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Shevige,Kannada,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Sewian,Kashmiri,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Sewai lieh,Khasi,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Semiya,Malayalam,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Siwain,Marathi,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Simai,Odia,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Sevian,Punjabi,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Semiya,Tamil,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Semiya,Telugu,regional_name,SRC-IFCT2017,A023
GF-ING-00023,Semiya.,Urdu,regional_name,SRC-IFCT2017,A023
GF-ING-00024,"Wheat, vermicelli, roasted",English,source_name,SRC-IFCT2017,A024
GF-ING-00024,Gom sewai,Assamese,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Semai,Bengali,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Very thin pasta,English,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Ghaun ni Shekeli sev,Gujarati,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Siwain,Hindi,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Shevige,Kannada,regional_name,SRC-IFCT2017,A024
GF-ING-00024,Sewian,Kashmiri,regional_name,SRC-IFCT2017,A024
