food_id,nutrient_code,amount,basis,source_id,source_record_id,value_status
GF-ING-00022,potassium_mg,0.284,per_100g,SRC-IFCT2017,A022,source
GF-ING-00022,calcium_mg,0.02938,per_100g,SRC-IFCT2017,A022,source
GF-ING-00022,iron_mg,0.00298,per_100g,SRC-IFCT2017,A022,source
GF-ING-00022,zinc_mg,0.00213,per_100g,SRC-IFCT2017,A022,source
GF-ING-00022,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,A022,source
GF-ING-00023,energy_kcal,332.69598470363286,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,protein_g,9.7,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,carb_g,70.39,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,fat_g,0.45,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,fibre_g,9.28,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,sodium_mg,0.00271,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,potassium_mg,0.163,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,calcium_mg,0.01942,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,iron_mg,0.00202,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,zinc_mg,0.00083,per_100g,SRC-IFCT2017,A023,source
GF-ING-00023,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,A023,source
GF-ING-00024,energy_kcal,340.10516252390056,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,protein_g,10.37,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,carb_g,71.42,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,fat_g,0.49,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,fibre_g,9.55,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,sodium_mg,0.00343,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,potassium_mg,0.177,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,calcium_mg,0.02263,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,iron_mg,0.00209,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,zinc_mg,0.00088,per_100g,SRC-IFCT2017,A024,source
GF-ING-00024,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,A024,source
GF-ING-00025,energy_kcal,329.1108986615679,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,protein_g,21.55,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,carb_g,46.72,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,fat_g,5.31,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,fibre_g,15.15,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,sodium_mg,0.02083,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,potassium_mg,0.957,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,calcium_mg,0.04632,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,iron_mg,0.00608,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,zinc_mg,0.00365,per_100g,SRC-IFCT2017,B001,source
GF-ING-00025,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B001,source
GF-ING-00026,energy_kcal,287.04588910133845,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,protein_g,18.77,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,carb_g,39.56,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,fat_g,5.11,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,fibre_g,25.22,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,sodium_mg,0.02656,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,potassium_mg,0.935,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,calcium_mg,0.15,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,iron_mg,0.00678,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,zinc_mg,0.00337,per_100g,SRC-IFCT2017,B002,source
GF-ING-00026,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B002,source
GF-ING-00027,energy_kcal,324.09177820267684,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,protein_g,23.06,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,carb_g,51.0,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,fat_g,1.69,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,fibre_g,11.93,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,sodium_mg,0.01888,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,potassium_mg,1.157,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,calcium_mg,0.05567,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,iron_mg,0.00467,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,zinc_mg,0.003,per_100g,SRC-IFCT2017,B003,source
GF-ING-00027,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B003,source
GF-ING-00028,energy_kcal,291.34799235181646,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,protein_g,21.97,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,carb_g,43.99,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,fat_g,1.58,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,fibre_g,20.41,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,sodium_mg,0.0268,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,potassium_mg,1.093,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,calcium_mg,0.08618,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,iron_mg,0.00597,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,zinc_mg,0.00305,per_100g,SRC-IFCT2017,B004,source
GF-ING-00028,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B004,source
GF-ING-00029,energy_kcal,320.26768642447416,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,protein_g,20.36,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,carb_g,54.62,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,fat_g,1.15,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,fibre_g,11.54,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,sodium_mg,0.01368,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,potassium_mg,1.241,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,calcium_mg,0.08173,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,iron_mg,0.0059,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,zinc_mg,0.00341,per_100g,SRC-IFCT2017,B005,source
GF-ING-00029,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B005,source
GF-ING-00030,energy_kcal,320.26768642447416,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,protein_g,21.25,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,carb_g,53.77,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,fat_g,1.14,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,fibre_g,11.7,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,sodium_mg,0.01252,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,potassium_mg,1.243,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,calcium_mg,0.0841,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,iron_mg,0.00504,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,zinc_mg,0.00357,per_100g,SRC-IFCT2017,B006,source
GF-ING-00030,cholesterol_mg,0.0,per_100g,SRC-IFCT2017,B006,source
GF-ING-00031,energy_kcal,276.0516252390057,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,protein_g,19.93,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,carb_g,43.46,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,fat_g,0.92,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,fibre_g,23.4,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,sodium_mg,0.00135,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,potassium_mg,1.272,per_100g,SRC-IFCT2017,B007,source
GF-ING-00031,calcium_mg,0.07816,per_100g,SRC-IFCT2017,B007,source
